flow_id,src_ip,dst_ip,dst_port,is_malicious,beacon_type,mitre_technique_id,dst_domain
flow_002449,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002450,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000232,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000233,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002451,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000234,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002452,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000235,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000236,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002453,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000237,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000238,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002454,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002455,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000239,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002456,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000240,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000241,10.11.23.139,72.2.237.185,443,0,none,,
flow_000242,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000243,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002457,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002458,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003654,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000244,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002459,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002460,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000245,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002461,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002462,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003548,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000246,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002463,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003537,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_000247,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002464,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002465,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000248,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000249,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002466,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000250,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000251,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002467,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000252,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000253,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000254,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000255,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_000256,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002468,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002469,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000257,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002470,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000258,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002471,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002472,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_003655,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_002473,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001186,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_000259,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002474,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002475,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000260,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002476,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002477,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_000261,10.11.23.139,72.2.237.185,443,0,none,,example.com
flow_002478,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002479,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002480,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002779,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002481,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002780,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002482,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002781,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003656,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_002483,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002782,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002484,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002783,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002784,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002485,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002785,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002486,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002786,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002787,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002487,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002788,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002488,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002789,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002790,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002489,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002791,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002490,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002792,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002491,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002793,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002492,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002794,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003538,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_002795,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002493,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002796,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002494,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002797,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002495,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002798,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002799,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002496,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002800,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002497,10.192.9.151,142.62.196.12,443,1,jittered,T1071.001;T1573,
flow_002801,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003657,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002802,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002803,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002804,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003549,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002805,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002806,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002807,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002808,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002809,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002810,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002811,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002812,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002813,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002814,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002815,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002816,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002817,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002818,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002819,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002820,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002821,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002822,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003658,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_002823,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002824,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002825,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002826,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002827,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002828,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002829,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002830,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002831,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002832,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002833,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002834,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002835,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002836,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002837,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003539,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_002838,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002839,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002840,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002841,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002842,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002843,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003659,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002844,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002845,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002846,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002847,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002848,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003550,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,
flow_002849,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002850,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002851,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002852,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002853,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002854,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002855,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002856,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002857,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_002858,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002859,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002860,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003660,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_002861,10.161.199.128,54.144.112.47,8443,1,jittered,T1071.001;T1573,
flow_003540,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003661,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_003662,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003551,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,
flow_003663,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003541,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_003664,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,
flow_003665,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003552,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,
flow_000516,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000517,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000518,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000519,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000520,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_003666,10.117.113.135,40.60.127.163,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000521,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000522,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000523,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000524,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000525,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000526,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000527,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000528,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000529,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000530,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000531,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000532,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000533,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000534,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000535,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000536,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_002207,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002208,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000537,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000538,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_002209,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002210,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000539,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_000540,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_002211,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000541,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_002212,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000542,10.201.19.124,72.119.20.191,443,0,none,,example.com
flow_002213,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002214,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002215,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_003553,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002216,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002217,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002218,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002219,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002220,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002221,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002222,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002223,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002224,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002225,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002226,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002227,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002228,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002229,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002230,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002231,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002232,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002233,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002234,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000317,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000318,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000319,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000320,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002235,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000321,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002236,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000322,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002237,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000323,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002238,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000324,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002239,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000325,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000326,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002240,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002241,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000327,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000328,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002242,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_002243,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000329,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000330,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002244,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000331,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002245,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,
flow_000332,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000333,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_002246,10.177.248.189,54.40.53.146,9443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000334,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000335,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000336,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000337,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000338,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000339,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000340,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_003554,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000341,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000342,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000343,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000344,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000345,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000482,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000483,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000346,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000484,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000347,10.147.53.232,142.183.224.234,443,0,none,,
flow_000485,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000486,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000348,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000349,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000487,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000350,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000488,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000351,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000352,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000353,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000489,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000490,10.171.148.79,20.179.210.185,443,0,none,,
flow_000491,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000354,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000492,10.171.148.79,20.179.210.185,443,0,none,,
flow_000355,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000493,10.171.148.79,20.179.210.185,443,0,none,,
flow_000494,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000356,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000357,10.147.53.232,142.183.224.234,443,0,none,,
flow_000495,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000358,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000359,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000360,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000361,10.147.53.232,142.183.224.234,443,0,none,,example.com
flow_000496,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000497,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000498,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000499,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000500,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000501,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000502,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000503,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000504,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000505,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000727,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000728,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000729,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000506,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000730,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000731,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000507,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000732,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000508,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000733,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000734,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000735,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000509,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000736,10.117.25.155,216.35.3.232,443,0,none,,
flow_000510,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_003555,10.244.85.189,20.171.3.2,443,1,evasive,T1071.001;T1029,
flow_000511,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000737,10.117.25.155,216.35.3.232,443,0,none,,example.com
flow_000512,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000513,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_000514,10.171.148.79,20.179.210.185,443,0,none,,example.com
flow_001187,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_000738,10.117.25.155,216.35.3.232,443,0,none,,example.com
