flow_id,src_ip,dst_ip,dst_port,timestamp,packet_size,protocol,connection_duration,bytes_sent,bytes_received,is_failed,has_dns_lookup,dst_domain
flow_002842,10.161.199.128,54.144.112.47,8443,2024-01-15T13:33:24.321197+0000,451,TCP,3.83,239,201,0.0,0,
flow_002843,10.161.199.128,54.144.112.47,8443,2024-01-15T13:34:04.456315+0000,426,TCP,1.748,205,238,0.0,1,sneaky-update-service.com
flow_003659,10.117.113.135,40.60.127.163,443,2024-01-15T13:34:27.303233+0000,207,TCP,2.632,142,74,0.0,1,cdn-delivery-api.com
flow_002844,10.161.199.128,54.144.112.47,8443,2024-01-15T13:34:40.399122+0000,449,TCP,4.44,109,322,0.0,0,
flow_002845,10.161.199.128,54.144.112.47,8443,2024-01-15T13:35:12.624354+0000,461,TCP,2.382,176,283,0.0,1,sneaky-update-service.com
flow_002846,10.161.199.128,54.144.112.47,8443,2024-01-15T13:35:47.836765+0000,502,TCP,3.448,236,263,0.0,0,
flow_002847,10.161.199.128,54.144.112.47,8443,2024-01-15T13:36:18.107903+0000,427,TCP,0.825,211,201,0.0,1,sneaky-update-service.com
flow_002848,10.161.199.128,54.144.112.47,8443,2024-01-15T13:36:50.657660+0000,447,TCP,1.258,229,222,0.0,1,sneaky-update-service.com
flow_003550,10.244.85.189,20.171.3.2,443,2024-01-15T13:37:01.562790+0000,283,TCP,1.559,128,142,0.0,0,
flow_002849,10.161.199.128,54.144.112.47,8443,2024-01-15T13:37:28.308127+0000,475,TCP,3.834,180,292,0.0,0,
flow_002850,10.161.199.128,54.144.112.47,8443,2024-01-15T13:37:58.740403+0000,523,TCP,1.608,225,281,0.0,1,sneaky-update-service.com
flow_002851,10.161.199.128,54.144.112.47,8443,2024-01-15T13:38:37.175267+0000,463,TCP,4.979,193,269,0.0,0,
flow_002852,10.161.199.128,54.144.112.47,8443,2024-01-15T13:39:07.507503+0000,501,TCP,4.514,219,279,0.0,1,sneaky-update-service.com
flow_002853,10.161.199.128,54.144.112.47,8443,2024-01-15T13:39:41.902899+0000,480,TCP,0.588,262,220,0.0,0,
flow_002854,10.161.199.128,54.144.112.47,8443,2024-01-15T13:40:14.462466+0000,479,TCP,0.89,239,278,0.0,1,sneaky-update-service.com
flow_002855,10.161.199.128,54.144.112.47,8443,2024-01-15T13:40:49.788273+0000,396,TCP,3.24,168,203,0.0,0,
flow_002856,10.161.199.128,54.144.112.47,8443,2024-01-15T13:41:26.771351+0000,539,TCP,0.733,182,327,0.0,0,
flow_002857,10.161.199.128,54.144.112.47,8443,2024-01-15T13:42:06.793558+0000,446,TCP,4.22,207,235,0.0,0,
flow_002858,10.161.199.128,54.144.112.47,8443,2024-01-15T13:42:40.346566+0000,477,TCP,4.451,291,195,0.0,1,sneaky-update-service.com
flow_002859,10.161.199.128,54.144.112.47,8443,2024-01-15T13:43:18.787161+0000,435,TCP,4.896,144,262,0.0,1,sneaky-update-service.com
flow_002860,10.161.199.128,54.144.112.47,8443,2024-01-15T13:43:56.154669+0000,460,TCP,4.017,131,338,0.0,0,
flow_003660,10.117.113.135,40.60.127.163,443,2024-01-15T13:44:01.286215+0000,218,TCP,1.402,115,97,0.0,0,
flow_002861,10.161.199.128,54.144.112.47,8443,2024-01-15T13:44:26.055148+0000,401,TCP,0.319,176,236,0.0,0,
flow_003540,10.1.148.43,72.160.251.23,443,2024-01-15T13:55:31.183442+0000,253,TCP,1.902,112,136,0.0,1,cdn-delivery-api.com
flow_003661,10.117.113.135,40.60.127.163,443,2024-01-15T13:57:36.690749+0000,195,TCP,1.143,144,50,0.0,0,
flow_003662,10.117.113.135,40.60.127.163,443,2024-01-15T14:09:16.156808+0000,215,TCP,0.861,55,145,0.0,1,cdn-delivery-api.com
flow_003551,10.244.85.189,20.171.3.2,443,2024-01-15T14:12:19.385899+0000,269,TCP,1.582,149,119,0.0,0,
flow_003663,10.117.113.135,40.60.127.163,443,2024-01-15T14:19:29.011414+0000,202,TCP,0.957,99,109,0.0,1,cdn-delivery-api.com
flow_003541,10.1.148.43,72.160.251.23,443,2024-01-15T14:20:01.997499+0000,273,TCP,1.619,93,177,0.0,0,
flow_003664,10.117.113.135,40.60.127.163,443,2024-01-15T14:30:06.931108+0000,194,TCP,1.675,88,100,0.0,0,
flow_003665,10.117.113.135,40.60.127.163,443,2024-01-15T14:42:35.430770+0000,203,TCP,0.132,77,121,0.0,1,cdn-delivery-api.com
flow_003552,10.244.85.189,20.171.3.2,443,2024-01-15T14:44:11.133441+0000,283,TCP,1.336,174,107,0.0,0,
flow_000516,10.201.19.124,72.119.20.191,443,2024-01-15T14:50:39.942916+0000,8862,TCP,29.012,866,8197,0.0,1,example.com
flow_000517,10.201.19.124,72.119.20.191,443,2024-01-15T14:50:44.136755+0000,14339,TCP,9.543,2951,11665,0.0,1,example.com
flow_000518,10.201.19.124,72.119.20.191,443,2024-01-15T14:51:21.053078+0000,881,TCP,13.933,239,668,0.0,1,example.com
flow_000519,10.201.19.124,72.119.20.191,443,2024-01-15T14:52:30.391128+0000,10278,TCP,15.28,3147,7293,0.0,1,example.com
flow_000520,10.201.19.124,72.119.20.191,443,2024-01-15T14:53:43.391531+0000,10775,TCP,8.312,3622,6801,0.0,1,example.com
flow_003666,10.117.113.135,40.60.127.163,443,2024-01-15T14:54:47.824154+0000,209,TCP,0.985,136,71,0.0,1,cdn-delivery-api.com
flow_000521,10.201.19.124,72.119.20.191,443,2024-01-15T14:55:21.007242+0000,13652,TCP,17.849,6603,7190,0.0,1,example.com
flow_000522,10.201.19.124,72.119.20.191,443,2024-01-15T14:55:23.093272+0000,2019,TCP,4.765,691,1341,0.0,1,example.com
flow_000523,10.201.19.124,72.119.20.191,443,2024-01-15T14:55:26.196468+0000,9907,TCP,4.184,970,8914,0.0,1,example.com
flow_000524,10.201.19.124,72.119.20.191,443,2024-01-15T14:55:35.793051+0000,7053,TCP,18.944,2033,4963,1.0,1,example.com
flow_000525,10.201.19.124,72.119.20.191,443,2024-01-15T14:57:00.325408+0000,1906,TCP,8.872,634,1194,0.0,1,example.com
flow_000526,10.201.19.124,72.119.20.191,443,2024-01-15T14:58:16.694873+0000,7885,TCP,16.677,2864,5458,0.0,1,example.com
flow_000527,10.201.19.124,72.119.20.191,443,2024-01-15T14:59:34.974636+0000,5236,TCP,25.81,2433,2451,0.0,1,example.com
flow_000528,10.201.19.124,72.119.20.191,443,2024-01-15T14:59:40.511486+0000,4176,TCP,20.791,1223,2901,0.0,1,example.com
flow_000529,10.201.19.124,72.119.20.191,443,2024-01-15T15:00:25.803210+0000,2862,TCP,26.364,947,2056,0.0,1,example.com
flow_000530,10.201.19.124,72.119.20.191,443,2024-01-15T15:00:28.767829+0000,7091,TCP,11.683,2475,4609,0.0,1,example.com
flow_000531,10.201.19.124,72.119.20.191,443,2024-01-15T15:01:24.683304+0000,2582,TCP,8.345,611,2116,0.0,1,example.com
flow_000532,10.201.19.124,72.119.20.191,443,2024-01-15T15:02:09.785966+0000,11414,TCP,18.931,3407,7087,0.0,1,example.com
flow_000533,10.201.19.124,72.119.20.191,443,2024-01-15T15:03:31.111147+0000,2980,TCP,25.764,1292,1710,0.0,1,example.com
flow_000534,10.201.19.124,72.119.20.191,443,2024-01-15T15:05:08.335420+0000,9902,TCP,20.765,985,8499,0.0,1,example.com
flow_000535,10.201.19.124,72.119.20.191,443,2024-01-15T15:05:17.204805+0000,3796,TCP,10.891,1148,2387,0.0,1,example.com
flow_000536,10.201.19.124,72.119.20.191,443,2024-01-15T15:05:19.278716+0000,5682,TCP,9.616,1690,3923,0.0,1,example.com
flow_002207,10.177.248.189,54.40.53.146,9443,2024-01-15T15:05:21.930965+0000,583,TCP,2.235,247,334,0.0,0,
flow_002208,10.177.248.189,54.40.53.146,9443,2024-01-15T15:06:08.201242+0000,522,TCP,2.945,236,289,0.0,1,sneaky-update-service.com
flow_000537,10.201.19.124,72.119.20.191,443,2024-01-15T15:06:35.406259+0000,6297,TCP,14.007,1537,4362,0.0,1,example.com
flow_000538,10.201.19.124,72.119.20.191,443,2024-01-15T15:06:38.691241+0000,4746,TCP,10.051,1401,3496,0.0,1,example.com
flow_002209,10.177.248.189,54.40.53.146,9443,2024-01-15T15:06:53.968010+0000,688,TCP,3.668,283,394,0.0,1,sneaky-update-service.com
flow_002210,10.177.248.189,54.40.53.146,9443,2024-01-15T15:07:49.233765+0000,569,TCP,4.303,276,263,0.0,1,sneaky-update-service.com
flow_000539,10.201.19.124,72.119.20.191,443,2024-01-15T15:08:07.587071+0000,5459,TCP,17.905,2211,3395,0.0,1,example.com
flow_000540,10.201.19.124,72.119.20.191,443,2024-01-15T15:08:14.890492+0000,11549,TCP,5.082,3095,9162,0.0,1,example.com
flow_002211,10.177.248.189,54.40.53.146,9443,2024-01-15T15:08:42.089575+0000,569,TCP,3.945,340,260,1.0,1,sneaky-update-service.com
flow_000541,10.201.19.124,72.119.20.191,443,2024-01-15T15:08:54.559774+0000,8070,TCP,6.211,1723,6532,0.0,1,example.com
flow_002212,10.177.248.189,54.40.53.146,9443,2024-01-15T15:09:36.035689+0000,608,TCP,4.981,275,329,1.0,0,
flow_000542,10.201.19.124,72.119.20.191,443,2024-01-15T15:09:55.491457+0000,13808,TCP,25.214,4856,9996,0.0,1,example.com
flow_002213,10.177.248.189,54.40.53.146,9443,2024-01-15T15:10:32.199075+0000,641,TCP,3.09,500,165,0.0,0,
flow_002214,10.177.248.189,54.40.53.146,9443,2024-01-15T15:11:28.853770+0000,582,TCP,3.06,213,407,0.0,1,sneaky-update-service.com
flow_002215,10.177.248.189,54.40.53.146,9443,2024-01-15T15:12:17.454682+0000,598,TCP,3.227,350,237,0.0,0,
flow_003553,10.244.85.189,20.171.3.2,443,2024-01-15T15:12:39.554821+0000,319,TCP,2.583,143,162,0.0,1,cdn-delivery-api.com
flow_002216,10.177.248.189,54.40.53.146,9443,2024-01-15T15:13:00.313619+0000,576,TCP,3.333,292,288,0.0,0,
flow_002217,10.177.248.189,54.40.53.146,9443,2024-01-15T15:13:50.147013+0000,621,TCP,2.118,337,308,0.0,0,
flow_002218,10.177.248.189,54.40.53.146,9443,2024-01-15T15:14:43.131638+0000,629,TCP,3.86,323,287,0.0,0,
flow_002219,10.177.248.189,54.40.53.146,9443,2024-01-15T15:15:35.642539+0000,630,TCP,4.036,289,347,0.0,0,
flow_002220,10.177.248.189,54.40.53.146,9443,2024-01-15T15:16:25.680286+0000,614,TCP,1.751,333,292,0.0,1,sneaky-update-service.com
flow_002221,10.177.248.189,54.40.53.146,9443,2024-01-15T15:17:15.974794+0000,570,TCP,4.02,364,233,0.0,0,
flow_002222,10.177.248.189,54.40.53.146,9443,2024-01-15T15:18:07.927510+0000,599,TCP,4.316,63,520,0.0,1,sneaky-update-service.com
flow_002223,10.177.248.189,54.40.53.146,9443,2024-01-15T15:18:50.607834+0000,574,TCP,1.749,218,355,0.0,0,
flow_002224,10.177.248.189,54.40.53.146,9443,2024-01-15T15:19:48.408907+0000,522,TCP,4.076,181,332,1.0,1,sneaky-update-service.com
flow_002225,10.177.248.189,54.40.53.146,9443,2024-01-15T15:20:36.866219+0000,575,TCP,3.571,136,447,0.0,0,
flow_002226,10.177.248.189,54.40.53.146,9443,2024-01-15T15:21:20.763580+0000,485,TCP,1.291,291,192,0.0,1,sneaky-update-service.com
flow_002227,10.177.248.189,54.40.53.146,9443,2024-01-15T15:22:10.129668+0000,84472,TCP,52.319,81158,8675,,0,
flow_002228,10.177.248.189,54.40.53.146,9443,2024-01-15T15:22:11.455841+0000,199215,TCP,52.287,173545,20040,,1,sneaky-update-service.com
flow_002229,10.177.248.189,54.40.53.146,9443,2024-01-15T15:22:16.079420+0000,117551,TCP,49.178,97080,27202,,0,
flow_002230,10.177.248.189,54.40.53.146,9443,2024-01-15T15:22:20.422246+0000,624,TCP,4.406,366,273,0.0,0,
flow_002231,10.177.248.189,54.40.53.146,9443,2024-01-15T15:23:11.266690+0000,548,TCP,3.061,170,381,0.0,1,sneaky-update-service.com
flow_002232,10.177.248.189,54.40.53.146,9443,2024-01-15T15:24:07.491666+0000,522,TCP,1.329,220,296,1.0,0,
flow_002233,10.177.248.189,54.40.53.146,9443,2024-01-15T15:25:05.584657+0000,595,TCP,2.472,208,329,0.0,1,sneaky-update-service.com
flow_002234,10.177.248.189,54.40.53.146,9443,2024-01-15T15:25:58.898278+0000,579,TCP,4.073,291,261,0.0,1,sneaky-update-service.com
flow_000317,10.147.53.232,142.183.224.234,443,2024-01-15T15:26:13.689993+0000,365,TCP,29.6,80,289,0.0,1,example.com
flow_000318,10.147.53.232,142.183.224.234,443,2024-01-15T15:26:22.076799+0000,14373,TCP,26.271,4425,9693,0.0,1,example.com
flow_000319,10.147.53.232,142.183.224.234,443,2024-01-15T15:26:25.333003+0000,374,TCP,7.514,81,299,0.0,1,example.com
flow_000320,10.147.53.232,142.183.224.234,443,2024-01-15T15:26:31.676537+0000,4942,TCP,8.576,1192,3731,0.0,1,example.com
flow_002235,10.177.248.189,54.40.53.146,9443,2024-01-15T15:26:45.865409+0000,555,TCP,2.916,303,244,1.0,1,sneaky-update-service.com
flow_000321,10.147.53.232,142.183.224.234,443,2024-01-15T15:27:39.777630+0000,12329,TCP,19.652,3283,8785,0.0,1,example.com
flow_002236,10.177.248.189,54.40.53.146,9443,2024-01-15T15:27:42.477871+0000,537,TCP,2.623,318,204,0.0,0,
flow_000322,10.147.53.232,142.183.224.234,443,2024-01-15T15:27:46.627635+0000,1182,TCP,7.315,356,774,0.0,1,example.com
flow_002237,10.177.248.189,54.40.53.146,9443,2024-01-15T15:28:27.463648+0000,641,TCP,1.243,243,386,1.0,1,sneaky-update-service.com
flow_000323,10.147.53.232,142.183.224.234,443,2024-01-15T15:28:34.129704+0000,8324,TCP,16.934,1957,6826,0.0,1,example.com
flow_002238,10.177.248.189,54.40.53.146,9443,2024-01-15T15:29:22.548114+0000,580,TCP,2.398,241,396,0.0,0,
flow_000324,10.147.53.232,142.183.224.234,443,2024-01-15T15:29:51.509782+0000,3823,TCP,22.396,929,3150,0.0,1,example.com
flow_002239,10.177.248.189,54.40.53.146,9443,2024-01-15T15:30:17.357932+0000,694,TCP,3.014,360,340,0.0,0,
flow_000325,10.147.53.232,142.183.224.234,443,2024-01-15T15:30:37.268053+0000,13361,TCP,22.886,5269,7891,0.0,1,example.com
flow_000326,10.147.53.232,142.183.224.234,443,2024-01-15T15:30:41.145431+0000,6020,TCP,22.296,2137,3929,0.0,1,example.com
flow_002240,10.177.248.189,54.40.53.146,9443,2024-01-15T15:31:04.357017+0000,531,TCP,2.085,202,312,0.0,0,
flow_002241,10.177.248.189,54.40.53.146,9443,2024-01-15T15:31:50.525174+0000,627,TCP,2.3,256,374,1.0,1,sneaky-update-service.com
flow_000327,10.147.53.232,142.183.224.234,443,2024-01-15T15:31:59.399212+0000,5794,TCP,23.718,868,4812,0.0,1,example.com
flow_000328,10.147.53.232,142.183.224.234,443,2024-01-15T15:32:14.922633+0000,2927,TCP,19.103,926,1935,0.0,1,example.com
flow_002242,10.177.248.189,54.40.53.146,9443,2024-01-15T15:32:46.780684+0000,643,TCP,1.319,254,390,0.0,0,
flow_002243,10.177.248.189,54.40.53.146,9443,2024-01-15T15:33:38.229130+0000,603,TCP,2.878,385,227,0.0,1,sneaky-update-service.com
flow_000329,10.147.53.232,142.183.224.234,443,2024-01-15T15:34:06.382418+0000,3880,TCP,26.608,1180,2556,0.0,1,example.com
flow_000330,10.147.53.232,142.183.224.234,443,2024-01-15T15:34:10.106983+0000,4194,TCP,17.974,1380,2888,0.0,1,example.com
flow_002244,10.177.248.189,54.40.53.146,9443,2024-01-15T15:34:33.921003+0000,650,TCP,1.756,297,385,0.0,0,
flow_000331,10.147.53.232,142.183.224.234,443,2024-01-15T15:34:44.210994+0000,11028,TCP,13.509,4465,6422,1.0,1,example.com
flow_002245,10.177.248.189,54.40.53.146,9443,2024-01-15T15:35:27.812755+0000,591,TCP,3.605,266,299,0.0,0,
flow_000332,10.147.53.232,142.183.224.234,443,2024-01-15T15:35:34.647413+0000,9242,TCP,18.303,4865,4197,0.0,1,example.com
flow_000333,10.147.53.232,142.183.224.234,443,2024-01-15T15:36:22.856327+0000,3237,TCP,13.663,303,3131,0.0,1,example.com
flow_002246,10.177.248.189,54.40.53.146,9443,2024-01-15T15:36:25.392512+0000,685,TCP,3.928,355,320,0.0,1,sneaky-update-service.com
flow_000334,10.147.53.232,142.183.224.234,443,2024-01-15T15:36:25.524824+0000,5976,TCP,7.805,939,5062,0.0,1,example.com
flow_000335,10.147.53.232,142.183.224.234,443,2024-01-15T15:37:51.506815+0000,5105,TCP,19.428,1594,3355,0.0,1,example.com
flow_000336,10.147.53.232,142.183.224.234,443,2024-01-15T15:38:53.893201+0000,9560,TCP,4.869,2570,7233,0.0,1,example.com
flow_000337,10.147.53.232,142.183.224.234,443,2024-01-15T15:38:59.526633+0000,3018,TCP,5.871,725,2198,0.0,1,example.com
flow_000338,10.147.53.232,142.183.224.234,443,2024-01-15T15:39:24.849875+0000,835,TCP,21.669,260,570,0.0,1,example.com
flow_000339,10.147.53.232,142.183.224.234,443,2024-01-15T15:39:28.234066+0000,14941,TCP,2.004,2216,13617,0.0,1,example.com
flow_000340,10.147.53.232,142.183.224.234,443,2024-01-15T15:39:30.240663+0000,9058,TCP,10.68,1732,7152,0.0,1,example.com
flow_003554,10.244.85.189,20.171.3.2,443,2024-01-15T15:39:40.093067+0000,303,TCP,2.458,169,128,0.0,1,cdn-delivery-api.com
flow_000341,10.147.53.232,142.183.224.234,443,2024-01-15T15:40:18.011452+0000,14737,TCP,28.935,6037,8888,0.0,1,example.com
flow_000342,10.147.53.232,142.183.224.234,443,2024-01-15T15:40:20.624561+0000,9141,TCP,29.599,3115,5705,0.0,1,example.com
flow_000343,10.147.53.232,142.183.224.234,443,2024-01-15T15:41:13.915782+0000,264,TCP,15.266,43,220,0.0,1,example.com
flow_000344,10.147.53.232,142.183.224.234,443,2024-01-15T15:41:21.731869+0000,12988,TCP,4.385,3544,8709,0.0,1,example.com
flow_000345,10.147.53.232,142.183.224.234,443,2024-01-15T15:42:17.477492+0000,8414,TCP,2.914,2539,5709,0.0,1,example.com
flow_000482,10.171.148.79,20.179.210.185,443,2024-01-15T15:42:48.490625+0000,2439,TCP,5.049,988,1457,0.0,1,example.com
flow_000483,10.171.148.79,20.179.210.185,443,2024-01-15T15:43:07.743015+0000,7535,TCP,19.672,2598,4264,0.0,1,example.com
flow_000346,10.147.53.232,142.183.224.234,443,2024-01-15T15:44:09.942550+0000,6367,TCP,0.208,1268,5448,0.0,1,example.com
flow_000484,10.171.148.79,20.179.210.185,443,2024-01-15T15:44:45.736408+0000,3774,TCP,25.947,902,2846,0.0,1,example.com
flow_000347,10.147.53.232,142.183.224.234,443,2024-01-15T15:45:26.914943+0000,2367,TCP,22.462,754,1625,0.0,0,
flow_000485,10.171.148.79,20.179.210.185,443,2024-01-15T15:46:30.031682+0000,14942,TCP,3.306,2742,11365,0.0,1,example.com
flow_000486,10.171.148.79,20.179.210.185,443,2024-01-15T15:46:47.011098+0000,6934,TCP,18.58,1696,5576,0.0,1,example.com
flow_000348,10.147.53.232,142.183.224.234,443,2024-01-15T15:47:01.707215+0000,10494,TCP,4.256,3562,6695,0.0,1,example.com
flow_000349,10.147.53.232,142.183.224.234,443,2024-01-15T15:47:28.480147+0000,7870,TCP,3.088,2868,5249,0.0,1,example.com
flow_000487,10.171.148.79,20.179.210.185,443,2024-01-15T15:47:35.758169+0000,8917,TCP,15.52,3921,5153,0.0,1,example.com
flow_000350,10.147.53.232,142.183.224.234,443,2024-01-15T15:47:37.666151+0000,8531,TCP,27.583,3586,5310,0.0,1,example.com
flow_000488,10.171.148.79,20.179.210.185,443,2024-01-15T15:47:43.863666+0000,3829,TCP,2.635,1764,2242,0.0,1,example.com
flow_000351,10.147.53.232,142.183.224.234,443,2024-01-15T15:48:42.286370+0000,14576,TCP,16.635,4682,8926,0.0,1,example.com
flow_000352,10.147.53.232,142.183.224.234,443,2024-01-15T15:48:48.808902+0000,836,TCP,2.472,205,571,0.0,1,example.com
flow_000353,10.147.53.232,142.183.224.234,443,2024-01-15T15:48:56.916192+0000,14282,TCP,4.291,4193,10076,0.0,1,example.com
flow_000489,10.171.148.79,20.179.210.185,443,2024-01-15T15:49:10.409567+0000,3668,TCP,16.568,953,2628,0.0,1,example.com
flow_000490,10.171.148.79,20.179.210.185,443,2024-01-15T15:49:17.739305+0000,13012,TCP,4.329,3490,8983,0.0,0,
flow_000491,10.171.148.79,20.179.210.185,443,2024-01-15T15:49:21.938321+0000,14704,TCP,7.642,2885,11888,0.0,1,example.com
flow_000354,10.147.53.232,142.183.224.234,443,2024-01-15T15:50:02.680401+0000,8093,TCP,9.782,2861,5545,0.0,1,example.com
flow_000492,10.171.148.79,20.179.210.185,443,2024-01-15T15:50:03.227864+0000,11242,TCP,23.116,4533,6981,0.0,0,
flow_000355,10.147.53.232,142.183.224.234,443,2024-01-15T15:50:09.790248+0000,9501,TCP,12.69,3076,6581,0.0,1,example.com
flow_000493,10.171.148.79,20.179.210.185,443,2024-01-15T15:50:11.736076+0000,2573,TCP,19.851,643,2011,0.0,0,
flow_000494,10.171.148.79,20.179.210.185,443,2024-01-15T15:50:43.824797+0000,5590,TCP,25.475,2793,2815,0.0,1,example.com
flow_000356,10.147.53.232,142.183.224.234,443,2024-01-15T15:51:15.923367+0000,14501,TCP,22.713,4580,9332,0.0,1,example.com
flow_000357,10.147.53.232,142.183.224.234,443,2024-01-15T15:51:25.918638+0000,10836,TCP,1.516,4623,6207,0.0,0,
flow_000495,10.171.148.79,20.179.210.185,443,2024-01-15T15:52:21.837953+0000,12777,TCP,29.44,3860,9100,0.0,1,example.com
flow_000358,10.147.53.232,142.183.224.234,443,2024-01-15T15:52:38.254315+0000,9326,TCP,8.828,3672,5560,0.0,1,example.com
flow_000359,10.147.53.232,142.183.224.234,443,2024-01-15T15:52:43.726600+0000,10673,TCP,24.06,3595,7255,0.0,1,example.com
flow_000360,10.147.53.232,142.183.224.234,443,2024-01-15T15:52:53.279765+0000,4269,TCP,0.883,890,3380,0.0,1,example.com
flow_000361,10.147.53.232,142.183.224.234,443,2024-01-15T15:52:59.445930+0000,5234,TCP,24.671,1524,3533,0.0,1,example.com
flow_000496,10.171.148.79,20.179.210.185,443,2024-01-15T15:53:01.560415+0000,7551,TCP,21.922,3430,3811,0.0,1,example.com
flow_000497,10.171.148.79,20.179.210.185,443,2024-01-15T15:53:06.739424+0000,9421,TCP,27.698,2179,7448,0.0,1,example.com
flow_000498,10.171.148.79,20.179.210.185,443,2024-01-15T15:53:09.590470+0000,14604,TCP,25.938,3133,11410,0.0,1,example.com
flow_000499,10.171.148.79,20.179.210.185,443,2024-01-15T15:53:15.985014+0000,6809,TCP,15.414,1906,4450,0.0,1,example.com
flow_000500,10.171.148.79,20.179.210.185,443,2024-01-15T15:55:00.178505+0000,5097,TCP,5.935,1935,3002,0.0,1,example.com
flow_000501,10.171.148.79,20.179.210.185,443,2024-01-15T15:55:20.746904+0000,5237,TCP,20.724,785,4531,0.0,1,example.com
flow_000502,10.171.148.79,20.179.210.185,443,2024-01-15T15:55:24.930423+0000,14923,TCP,27.56,1628,13584,0.0,1,example.com
flow_000503,10.171.148.79,20.179.210.185,443,2024-01-15T15:55:27.926013+0000,6367,TCP,26.116,2456,3691,0.0,1,example.com
flow_000504,10.171.148.79,20.179.210.185,443,2024-01-15T15:56:30.676789+0000,1429,TCP,17.42,257,1135,0.0,1,example.com
flow_000505,10.171.148.79,20.179.210.185,443,2024-01-15T15:56:34.926757+0000,9969,TCP,4.354,3710,6305,0.0,1,example.com
flow_000727,10.117.25.155,216.35.3.232,443,2024-01-15T15:56:44.330232+0000,1097,TCP,0.353,156,851,0.0,1,example.com
flow_000728,10.117.25.155,216.35.3.232,443,2024-01-15T15:57:01.096976+0000,4210,TCP,23.344,1338,2831,0.0,1,example.com
flow_000729,10.117.25.155,216.35.3.232,443,2024-01-15T15:57:41.649278+0000,850,TCP,17.773,232,584,0.0,1,example.com
flow_000506,10.171.148.79,20.179.210.185,443,2024-01-15T15:58:34.602246+0000,5348,TCP,8.637,1717,3116,0.0,1,example.com
flow_000730,10.117.25.155,216.35.3.232,443,2024-01-15T15:59:22.722869+0000,6000,TCP,10.52,985,4991,0.0,1,example.com
flow_000731,10.117.25.155,216.35.3.232,443,2024-01-15T15:59:29.106389+0000,5452,TCP,21.715,2627,2909,0.0,1,example.com
flow_000507,10.171.148.79,20.179.210.185,443,2024-01-15T16:00:19.327568+0000,6119,TCP,20.091,1693,4575,0.0,1,example.com
flow_000732,10.117.25.155,216.35.3.232,443,2024-01-15T16:00:31.674131+0000,10844,TCP,22.772,5981,4800,0.0,1,example.com
flow_000508,10.171.148.79,20.179.210.185,443,2024-01-15T16:01:10.270643+0000,5729,TCP,4.103,1828,4018,0.0,1,example.com
flow_000733,10.117.25.155,216.35.3.232,443,2024-01-15T16:01:45.004036+0000,11635,TCP,5.782,3003,7989,0.0,1,example.com
flow_000734,10.117.25.155,216.35.3.232,443,2024-01-15T16:01:54.083796+0000,11637,TCP,15.836,4084,7289,0.0,1,example.com
flow_000735,10.117.25.155,216.35.3.232,443,2024-01-15T16:01:56.930362+0000,7626,TCP,5.849,1062,6447,0.0,1,example.com
flow_000509,10.171.148.79,20.179.210.185,443,2024-01-15T16:02:59.894692+0000,8590,TCP,5.894,2606,6141,0.0,1,example.com
flow_000736,10.117.25.155,216.35.3.232,443,2024-01-15T16:03:03.368581+0000,694,TCP,17.274,256,451,0.0,0,
flow_000510,10.171.148.79,20.179.210.185,443,2024-01-15T16:03:42.964627+0000,9264,TCP,2.198,3154,6258,0.0,1,example.com
flow_003555,10.244.85.189,20.171.3.2,443,2024-01-15T16:03:45.431636+0000,266,TCP,1.997,143,116,0.0,0,
flow_000511,10.171.148.79,20.179.210.185,443,2024-01-15T16:03:52.293681+0000,5280,TCP,7.177,1790,3376,0.0,1,example.com
flow_000737,10.117.25.155,216.35.3.232,443,2024-01-15T16:04:23.300836+0000,4010,TCP,29.215,1519,2368,0.0,1,example.com
flow_000512,10.171.148.79,20.179.210.185,443,2024-01-15T16:04:29.284129+0000,3539,TCP,23.396,771,2484,0.0,1,example.com
flow_000513,10.171.148.79,20.179.210.185,443,2024-01-15T16:04:55.918590+0000,3110,TCP,15.941,593,2425,0.0,1,example.com
flow_000514,10.171.148.79,20.179.210.185,443,2024-01-15T16:05:17.766235+0000,13995,TCP,15.1,3958,9961,0.0,1,example.com
flow_001187,10.179.90.248,52.251.26.45,443,2024-01-15T16:05:51.291154+0000,1850,TCP,3.517,766,1039,0.0,1,update.microsoft.com
flow_000738,10.117.25.155,216.35.3.232,443,2024-01-15T16:05:52.021816+0000,14860,TCP,21.713,4168,10896,0.0,1,example.com
flow_000515,10.171.148.79,20.179.210.185,443,2024-01-15T16:06:32.578970+0000,3372,TCP,21.311,940,2396,0.0,1,example.com
flow_000739,10.117.25.155,216.35.3.232,443,2024-01-15T16:07:51.559556+0000,5689,TCP,21.306,756,4691,0.0,1,example.com
flow_000740,10.117.25.155,216.35.3.232,443,2024-01-15T16:07:54.458317+0000,3417,TCP,27.182,807,2524,0.0,1,example.com
flow_000741,10.117.25.155,216.35.3.232,443,2024-01-15T16:08:01.646874+0000,8539,TCP,20.461,3740,4596,0.0,1,example.com
flow_000742,10.117.25.155,216.35.3.232,443,2024-01-15T16:08:06.272801+0000,10232,TCP,3.351,3130,6627,0.0,1,example.com
flow_000743,10.117.25.155,216.35.3.232,443,2024-01-15T16:09:05.960051+0000,4112,TCP,18.298,1644,2248,0.0,1,example.com
